rule,human_count,machine_count,human_docs,machine_docs,total_count
"VERB(PUNCT/punct, PRON/nsubj:pass, AUX/aux:pass, *, ADV/obl, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj:pass, AUX/aux:pass, *, NOUN/obl, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/obj, *, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/obj, PROPN/nsubj, *, NOUN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, PROPN/nsubj, *, NOUN/obj, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, PUNCT/punct, NOUN/nsubj, *, VERB/xcomp)",1,0,1,0,1
"VERB(PUNCT/punct, SCONJ/mark, *, ADV/advmod, VERB/conj)",0,1,0,1,1
"VERB(PUNCT/punct, SCONJ/mark, NOUN/nsubj, *, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, SCONJ/mark, NOUN/nsubj, *, VERB/xcomp)",0,1,0,1,1
"VERB(PUNCT/punct, SCONJ/mark, NOUN/nsubj, ADV/advmod, *, NOUN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, SCONJ/mark, NOUN/nsubj, AUX/aux, *)",0,1,0,1,1
"VERB(SCONJ/mark, ADV/advmod, NOUN/nsubj, *, NOUN/obj)",0,1,0,1,1
"VERB(SCONJ/mark, ADV/advmod, NOUN/nsubj, ADV/advmod, *, NOUN/obj, VERB/conj)",0,1,0,1,1
"VERB(SCONJ/mark, AUX/aux:pass, *, NOUN/nsubj:pass)",0,1,0,1,1
"VERB(SCONJ/mark, AUX/aux:pass, *, PRON/obl:agent)",1,0,1,0,1
"VERB(SCONJ/mark, NOUN/nsubj, *, ADJ/xcomp)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, ADV/advmod, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, SCONJ/mark, PRON/expl:impers, *, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, SCONJ/mark, PRON/nsubj, *, NOUN/obj, ADV/advmod, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, SCONJ/mark, PROPN/nsubj, *, ADV/advmod, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, SCONJ/mark, PROPN/nsubj, *, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, SCONJ/mark, PROPN/nsubj, *, VERB/xcomp)",0,1,0,1,1
"VERB(PUNCT/punct, SCONJ/mark, PROPN/nsubj, ADV/advmod, *, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, SCONJ/mark, PROPN/nsubj:pass, AUX/aux:pass, *, NOUN/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, VERB/advcl, AUX/aux, *, NUM/nummod, NOUN/obl, VERB/conj)",1,0,1,0,1
"VERB(SCONJ/mark, *, NOUN/nsubj)",0,1,0,1,1
"VERB(SCONJ/mark, *, NOUN/obj, NOUN/obl, VERB/advcl)",1,0,1,0,1
"ADJ(NOUN/nsubj, AUX/aux, AUX/cop, ADV/advmod, *, PRON/obl, PUNCT/punct)",1,0,1,0,1
"ADJ(NOUN/nsubj, AUX/cop, *, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"ADJ(NOUN/nsubj, AUX/cop, *, VERB/conj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"ADJ(NOUN/nsubj, AUX/cop, ADV/advmod, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"ADJ(NOUN/nsubj, AUX/cop, ADV/advmod, ADV/advmod, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"ADJ(NOUN/nsubj, PROPN/advmod, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"ADJ(NOUN/obl, PROPN/nsubj, AUX/cop, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"ADJ(PRON/nsubj, AUX/cop, *, NOUN/obl)",1,0,1,0,1
"ADJ(PRON/nsubj, AUX/cop, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"ADJ(PRON/nsubj, AUX/cop, ADV/advmod, *, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"ADJ(PRON/obl, ADV/advmod, AUX/cop, *, VERB/csubj)",0,1,0,1,1
"ADJ(ADP/case, PUNCT/punct, *, PUNCT/punct)",1,0,1,0,1
"ADJ(ADP/case, PUNCT/punct, ADV/advmod, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"ADJ(ADP/mark, AUX/cop, *, NOUN/nmod)",0,1,0,1,1
"VERB(SCONJ/mark, ADV/advmod, *, NOUN/obl, VERB/conj)",0,1,0,1,1
"VERB(SCONJ/mark, ADV/advmod, *, NUM/obj)",1,0,1,0,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, VERB/conj)",1,0,1,0,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl:agent)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl:agent, NOUN/obl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obj, ADV/advmod)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obj, VERB/conj, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obl, NOUN/obj, VERB/conj, VERB/conj)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obl, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obl, VERB/conj)",1,0,1,0,1
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/xcomp)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, NUM/obj, NOUN/obl, NOUN/conj, NOUN/parataxis)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, VERB/xcomp, NOUN/obl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, VERB/xcomp, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, ADV/advmod, *, NOUN/obj)",1,0,1,0,1
"VERB(SCONJ/mark, ADV/advmod, *, NOUN/obj, ADV/advmod)",0,1,0,1,1
"VERB(SCONJ/mark, ADV/advmod, *, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(SCONJ/mark, ADV/advmod, *, NOUN/obl, VERB/advcl, VERB/conj)",0,1,0,1,1
"VERB(SCONJ/mark, PRON/nsubj, ADV/advmod, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(SCONJ/mark, PRON/nsubj, ADV/advmod, *, NOUN/obj, PUNCT/punct, ADV/advmod)",1,0,1,0,1
"VERB(SCONJ/mark, PRON/nsubj, AUX/aux, *, VERB/xcomp)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/nsubj, *, ADV/advmod, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/nsubj, *, NOUN/obj)",1,0,1,0,1
"VERB(SCONJ/mark, NOUN/nsubj, ADV/advmod, *, VERB/xcomp, VERB/parataxis)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, ADV/advmod, AUX/aux, *, NOUN/obj, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, ADV/advmod, AUX/aux, *, VERB/xcomp)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, AUX/aux, *, NOUN/obj, VERB/advcl, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, AUX/aux, *, VERB/advcl, NOUN/obl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, PRON/obj, *, PUNCT/punct)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl, NOUN/obl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/nsubj:pass)",1,0,1,0,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, NOUN/obl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/nsubj, AUX/aux, *, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/nsubj:pass, AUX/aux:pass, *, ADV/advmod, PUNCT/punct)",1,0,1,0,1
"VERB(SCONJ/mark, SCONJ/mark, SYM/nsubj, *, VERB/ccomp)",1,0,1,0,1
"VERB(SCONJ/mark, SYM/nsubj, *, NOUN/obj, ADJ/obl)",1,0,1,0,1
"VERB(SCONJ/mark, VERB/advcl, ADV/advmod, *, NOUN/nsubj, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(SCONJ/mark, VERB/advcl, NOUN/nsubj:pass, AUX/aux:pass, *, VERB/xcomp, VERB/advcl)",0,1,0,1,1
"VERB(SYM/nsubj, *, NOUN/obj, NOUN/conj, PUNCT/punct)",1,0,1,0,1
"VERB(SYM/nsubj, ADV/advmod, *, VERB/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, *, VERB/conj)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, ADV/advmod, *, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, ADV/advmod, *, VERB/conj, NOUN/obl:agent)",0,1,0,1,1
"VERB(SCONJ/mark, PRON/expl, *, NOUN/obl, VERB/conj)",0,1,0,1,1
"VERB(SCONJ/mark, PRON/expl:impers, *, NOUN/obj)",1,0,1,0,1
"VERB(SCONJ/mark, PRON/nsubj, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(SCONJ/mark, PRON/nsubj, *, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, PRON/nsubj, *, VERB/xcomp)",1,0,1,0,1
"VERB(VERB/advcl, PRON/nsubj, ADV/advmod, *, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"X(PUNCT/punct, *, PUNCT/punct)",1,0,1,0,1
*(ADV),1,0,1,0,1
"VERB(VERB/ccomp:speech, NOUN/nsubj, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(VERB/nsubj, NOUN/nsubj, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(X/nsubj:pass, CCONJ/cc, *, PUNCT/punct)",1,0,1,0,1
"X(*, X/nmod, X/nmod)",1,0,1,0,1
"X(ADP/case, *)",0,1,0,1,1
"X(ADP/case, DET/det, *)",0,1,0,1,1
"X(ADP/det, *)",1,0,1,0,1
"X(CCONJ/cc, *, X/flat:foreign)",0,1,0,1,1
"X(CCONJ/cc, ADP/case, DET/det, *)",1,0,1,0,1
"X(DET/det, *)",1,0,1,0,1
"VERB(SCONJ/mark, PROPN/nsubj, *, NOUN/obj, NOUN/obl)",1,0,1,0,1
"VERB(SCONJ/mark, PROPN/nsubj, *, PROPN/obj, VERB/advcl)",0,1,0,1,1
"ADJ(ADP/mark, AUX/cop, DET/advmod, PUNCT/punct, *, PUNCT/punct)",1,0,1,0,1
"ADJ(*, ADJ/conj, PUNCT/punct)",1,0,1,0,1
"ADJ(*, ADJ/conj, VERB/conj)",1,0,1,0,1
"ADJ(*, NOUN/nmod)",1,0,1,0,1
"ADJ(*, PRON/obl)",0,1,0,1,1
"ADJ(ADJ/amod, CCONJ/cop, ADV/advmod, *, VERB/csubj)",1,0,1,0,1
"ADJ(ADP/case, *, ADJ/conj)",1,0,1,0,1
"ADJ(ADP/case, PUNCT/punct, *, ADJ/conj, PUNCT/punct)",1,0,1,0,1
"VERB(VERB/advmod, SCONJ/discourse, *, PROPN/nsubj)",0,1,0,1,1
"VERB(VERB/ccomp:speech, *, PROPN/nsubj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/advcl, *, NOUN/obl, PUNCT/punct, NOUN/parataxis, VERB/conj, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"VERB(VERB/advcl, AUX/aux, *, NUM/nummod, NOUN/obl, VERB/parataxis, VERB/conj)",1,0,1,0,1
"VERB(VERB/advcl, NOUN/nsubj, *, NOUN/obj, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/advcl, NOUN/nsubj, *, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/advcl, NOUN/nsubj, *, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(VERB/advcl, NOUN/nsubj:pass, AUX/aux:pass, *, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/advcl, NOUN/obl, *, NOUN/nsubj, VERB/conj, PUNCT/punct)",1,0,1,0,1
