rule,human_count,machine_count,human_docs,machine_docs,total_count
"PROPN(ADP/case, DET/det, *, PROPN/nmod, PROPN/conj)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, VERB/acl:relcl)",1,0,1,0,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, VERB/acl)",0,1,0,1,1
"PROPN(PRON/nsubj, AUX/cop, DET/det, DET/det, *, VERB/acl:relcl, PUNCT/punct)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, PROPN/nmod)",1,0,1,0,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/nmod, VERB/acl:relcl)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/flat:name, VERB/acl:relcl)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, PROPN/appos)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, NOUN/nmod)",1,0,1,0,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, NOUN/conj)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, ADJ/amod)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, PROPN/conj, PROPN/conj)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, PROPN/conj)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, PROPN/appos)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, PUNCT/punct)",0,1,0,1,1
"PROPN(PRON/nsubj, AUX/cop, DET/det, *, PROPN/conj, PUNCT/punct)",1,0,1,0,1
"PROPN(NUM/nummod, *)",0,1,0,1,1
"PROPN(DET/det, PUNCT/punct, *, PROPN/flat:name, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"PROPN(DET/det, *, VERB/acl:relcl)",0,1,0,1,1
"PROPN(DET/det, *, PUNCT/punct)",1,0,1,0,1
"PROPN(DET/det, *, PROPN/nmod, NOUN/nmod)",0,1,0,1,1
"PROPN(DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/flat:name, PROPN/appos, NOUN/nmod)",0,1,0,1,1
"PROPN(DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/appos)",0,1,0,1,1
"PROPN(DET/det, *, PROPN/flat:name, PROPN/appos, PROPN/appos)",0,1,0,1,1
"PROPN(DET/det, *, PROPN/appos)",0,1,0,1,1
"PROPN(CCONJ/cc, *, PROPN/flat:name, NOUN/appos)",0,1,0,1,1
"PROPN(DET/det, *, NOUN/conj)",0,1,0,1,1
"PROPN(DET/det, *, NOUN/acl:relcl)",0,1,0,1,1
"PROPN(DET/det, *, ADJ/acl)",0,1,0,1,1
"PROPN(CCONJ/cc, PUNCT/punct, *, PUNCT/punct)",0,1,0,1,1
"PROPN(CCONJ/cc, NOUN/nsubj, AUX/cop, *, PROPN/flat:name, NUM/parataxis, PROPN/conj)",1,0,1,0,1
"PROPN(CCONJ/cc, ADV/advmod, DET/det, *, PROPN/flat:name, NOUN/conj)",1,0,1,0,1
"PROPN(CCONJ/cc, ADP/case, DET/det, *, PROPN/flat:name, PROPN/flat:name)",0,1,0,1,1
"PROPN(CCONJ/cc, ADP/case, *)",0,1,0,1,1
"PROPN(CCONJ/cc, ADJ/orphan, ADP/case, DET/det, *, PROPN/flat:name)",0,1,0,1,1
"PROPN(CCONJ/cc, *, PROPN/flat:name, PROPN/flat:name)",0,1,0,1,1
"PROPN(CCONJ/cc, *, PROPN/flat:name, NUM/parataxis)",1,0,1,0,1
"PROPN(DET/det, *, PROPN/amod, NOUN/nmod)",0,1,0,1,1
"VERB(ADP/mark, *, PUNCT/punct)",0,1,0,1,1
"VERB(ADP/mark, *, PROPN/obl)",0,1,0,1,1
"VERB(ADP/mark, *, PROPN/obj, VERB/conj)",0,1,0,1,1
"VERB(ADP/mark, *, PROPN/obj)",0,1,0,1,1
"VERB(ADP/mark, *, PRON/obl)",1,0,1,0,1
"VERB(ADP/mark, *, NUM/obl, PUNCT/punct)",0,1,0,1,1
"VERB(ADP/mark, *, NUM/obj)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/xcomp, NOUN/conj)",1,0,1,0,1
"VERB(ADP/mark, *, NOUN/obl, NOUN/obl, NOUN/obl)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/obl, NOUN/obj)",0,1,0,1,1
"VERB(*, NOUN/obj, PRON/obl)",1,0,1,0,1
"VERB(ADP/mark, *, NOUN/obj, NUM/obl)",1,0,1,0,1
"VERB(ADP/mark, *, NOUN/obj, NOUN/obl, VERB/conj, VERB/conj)",1,0,1,0,1
"VERB(ADP/mark, *, NOUN/obj, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/obj, NOUN/obl, NOUN/obl)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/obj, AUX/cop)",1,0,1,0,1
"VERB(ADP/mark, *, NOUN/obj, ADV/advmod)",1,0,1,0,1
"VERB(ADP/mark, *, NOUN/nsubj, PUNCT/punct)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/nsubj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/ccomp)",0,1,0,1,1
"VERB(ADP/mark, *, ADV/obl)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(ADP/mark, PRON/nsubj, *)",0,1,0,1,1
"VERB(ADP/mark, PRON/iobj, *, VERB/ccomp)",1,0,1,0,1
"VERB(ADP/mark, PRON/expl:impers, *, ADV/advmod)",0,1,0,1,1
"VERB(ADP/mark, PRON/expl, *, NOUN/xcomp, VERB/conj)",0,1,0,1,1
"VERB(ADP/mark, PRON/expl, *, NOUN/obl, VERB/conj)",0,1,0,1,1
"VERB(ADP/mark, PRON/expl, *)",0,1,0,1,1
"VERB(ADP/mark, NOUN/obl, *, NOUN/obj)",1,0,1,0,1
"VERB(ADP/mark, NOUN/nsubj:pass, AUX/aux:pass, *)",1,0,1,0,1
"VERB(ADP/mark, NOUN/nsubj, *, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(ADP/mark, NOUN/nsubj, *, NOUN/obj)",0,1,0,1,1
"VERB(ADP/mark, *, VERB/ccomp, NOUN/parataxis)",0,1,0,1,1
"VERB(ADP/mark, AUX/aux:pass, *, NOUN/nsubj:pass)",1,0,1,0,1
"VERB(ADP/mark, AUX/aux:pass, *)",0,1,0,1,1
"VERB(ADP/mark, AUX/aux, PRON/obj, *, NOUN/obl)",1,0,1,0,1
"VERB(ADP/mark, AUX/aux, *, NOUN/obj, NOUN/obl, PROPN/obl, VERB/conj)",0,1,0,1,1
"VERB(ADP/mark, ADV/advmod, PUNCT/punct, *, NOUN/obj, PUNCT/punct, VERB/conj)",0,1,0,1,1
"VERB(ADP/mark, ADV/advmod, AUX/aux:pass, *, NOUN/obl)",0,1,0,1,1
"VERB(ADP/mark, ADV/advmod, AUX/aux:pass, *)",0,1,0,1,1
"VERB(ADP/mark, ADV/advmod, *, NOUN/obj, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(ADP/mark, ADV/advmod, *, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(ADP/mark, ADV/advmod, *, ADV/advmod, NOUN/obj)",0,1,0,1,1
"VERB(ADP/mark, *, VERB/conj)",1,0,1,0,1
"VERB(ADP/mark, AUX/aux:pass, *, VERB/advcl)",0,1,0,1,1
"VERB(*, PROPN/obj, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(*, PROPN/obj, PROPN/obl)",0,1,0,1,1
"VERB(*, PROPN/obj, NOUN/obl, ADV/advmod)",0,1,0,1,1
"VERB(*, PRON/obj, VERB/xcomp)",0,1,0,1,1
"VERB(*, PRON/obj, PUNCT/punct)",1,0,1,0,1
"VERB(*, PRON/obj, PRON/obl)",1,0,1,0,1
"VERB(*, PRON/obj, ADV/advmod, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(*, PRON/fixed, PUNCT/punct)",0,1,0,1,1
"VERB(*, PRON/expl, NOUN/obl)",1,0,1,0,1
"VERB(*, NOUN/obl:agent, VERB/advcl)",0,1,0,1,1
"VERB(ADP/mark, *, ADV/ccomp)",0,1,0,1,1
"VERB(*, NOUN/obl, PROPN/obl)",0,1,0,1,1
"VERB(*, NOUN/obl, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(*, NOUN/obl, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(*, NOUN/obl, NOUN/nsubj, NOUN/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(*, NOUN/obl, NOUN/ccomp)",1,0,1,0,1
"VERB(*, NOUN/obj, VERB/xcomp, VERB/xcomp, VERB/conj)",1,0,1,0,1
"VERB(*, NOUN/obj, VERB/conj, VERB/conj)",0,1,0,1,1
"VERB(*, NOUN/obj, VERB/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(*, NOUN/obj, SYM/obl)",1,0,1,0,1
"VERB(*, NOUN/obj, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"VERB(*, NOUN/obl, VERB/conj)",0,1,0,1,1
"VERB(ADP/mark, *, ADV/advmod, PUNCT/punct)",1,0,1,0,1
"VERB(ADP/mark, *, ADV/advmod, NOUN/ccomp)",0,1,0,1,1
"VERB(ADP/mark, *, ADJ/ccomp)",1,0,1,0,1
"VERB(ADP/cc, PRON/nsubj, *, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(ADP/cc, NOUN/nsubj, *, VERB/xcomp, VERB/conj, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(ADP/cc, NOUN/nsubj, *, NOUN/obl, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(ADP/case, DET/det, *)",1,0,1,0,1
"VERB(ADJ/root, AUX/cop, SCONJ/mark, NOUN/nsubj, AUX/aux, *, NOUN/obj, NOUN/obl, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(ADJ/ccomp:speech, *, NUM/nsubj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(ADJ/advmod, *, NOUN/obj, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(*, PROPN/obl, NOUN/nsubj, PUNCT/punct)",0,1,0,1,1
"VERB(ADJ/advcl, PRON/nsubj, *, PUNCT/punct)",1,0,1,0,1
"VERB(*, X/xcomp)",0,1,0,1,1
"VERB(*, VERB/obj, NOUN/obj)",1,0,1,0,1
"VERB(*, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(*, VERB/conj)",1,0,1,0,1
"VERB(*, VERB/ccomp, VERB/acl:relcl)",1,0,1,0,1
"VERB(*, SYM/obl, PUNCT/punct)",0,1,0,1,1
"VERB(*, SYM/obl)",0,1,0,1,1
"VERB(*, PROPN/xcomp)",0,1,0,1,1
"VERB(*, PROPN/obl, VERB/advcl, NOUN/conj)",0,1,0,1,1
"VERB(*, PROPN/obl, NOUN/obl)",0,1,0,1,1
"VERB(ADJ/advmod, *, NOUN/obj)",1,0,1,0,1
"NOUN(PUNCT/punct, ADV/mark, DET/det, *, ADJ/amod, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(PUNCT/punct, ADV/advmod, NUM/nummod, *, NOUN/nmod, VERB/acl)",0,1,0,1,1
"NOUN(PUNCT/punct, ADV/advmod, AUX/cop, *, VERB/acl:relcl)",1,0,1,0,1
"NOUN(PUNCT/punct, ADV/advmod, ADP/case, DET/det, *, ADJ/amod, NOUN/nmod)",0,1,0,1,1
"NOUN(PUNCT/punct, ADV/advmod, ADP/case, *, ADJ/amod)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, NUM/nummod, *, PUNCT/punct)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, DET/det, DET/det, *, PUNCT/punct)",1,0,1,0,1
"NOUN(PUNCT/punct, ADP/case, DET/det, ADJ/amod, *, NOUN/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, DET/det, *, VERB/acl:relcl)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, DET/det, *, PUNCT/punct)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, NOUN/appos)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, DET/det, *, NOUN/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, DET/det, *, NOUN/nmod)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, DET/det, *, ADJ/amod, PROPN/conj, NOUN/conj)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, DET/det, *, ADJ/amod)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, *, VERB/acl:relcl)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, *, PROPN/nmod)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, *, NOUN/nmod, VERB/acl)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, *, NOUN/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(PUNCT/punct, ADP/case, *, NOUN/nmod, ADV/advmod)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, *, ADJ/amod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, DET/det, *, NUM/nmod, VERB/acl)",0,1,0,1,1
"NOUN(PUNCT/punct, PRON/nsubj, AUX/cop, DET/det, *, ADJ/amod, NOUN/nmod, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"NOUN(PUNCT/punct, PRON/nsubj, AUX/cop, ADV/advmod, DET/det, *, ADJ/amod, VERB/acl, PUNCT/punct)",0,1,0,1,1
"NOUN(PUNCT/punct, NUM/nummod, *, PUNCT/punct)",0,1,0,1,1
"NOUN(PUNCT/punct, NUM/nummod, *, NOUN/nmod, NOUN/conj, PUNCT/punct)",1,0,1,0,1
"NOUN(PUNCT/punct, NOUN/nsubj, AUX/cop, NOUN/nmod, *, ADJ/amod, VERB/acl)",0,1,0,1,1
"NOUN(PUNCT/punct, NOUN/nsubj, AUX/cop, DET/det, *, NOUN/nmod, VERB/advcl)",1,0,1,0,1
"NOUN(PUNCT/punct, DET/det, *, VERB/parataxis)",1,0,1,0,1
"NOUN(PUNCT/punct, DET/det, *, VERB/acl:relcl, PUNCT/punct)",0,1,0,1,1
"NOUN(PUNCT/punct, DET/det, *, VERB/acl:relcl)",0,1,0,1,1
"NOUN(PUNCT/punct, DET/det, *, SYM/nmod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(PUNCT/punct, AUX/cop, *, PROPN/obl, NOUN/conj)",0,1,0,1,1
"NOUN(PUNCT/punct, DET/det, *, NOUN/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(PUNCT/punct, DET/det, *, NOUN/nmod)",0,1,0,1,1
"NOUN(PUNCT/punct, DET/det, *, ADJ/amod)",1,0,1,0,1
"NOUN(PUNCT/punct, CCONJ/cc, PRON/nsubj, AUX/cop, ADV/advmod, DET/det, *)",0,1,0,1,1
"NOUN(PUNCT/punct, CCONJ/cc, ADP/case, *, VERB/acl:relcl)",0,1,0,1,1
"NOUN(PUNCT/punct, CCONJ/cc, ADP/case, *, ADJ/amod)",1,0,1,0,1
"NOUN(PUNCT/punct, CCONJ/cc, *)",1,0,1,0,1
"NOUN(PUNCT/punct, AUX/cop, DET/det, ADJ/amod, *, ADJ/amod, PROPN/nmod, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"NOUN(PUNCT/punct, AUX/cop, DET/det, *, ADJ/amod, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"NOUN(PUNCT/punct, AUX/cop, DET/det, *, ADJ/amod, NOUN/nmod)",0,1,0,1,1
"NOUN(PUNCT/punct, AUX/cop, ADP/case, *, NOUN/conj)",1,0,1,0,1
"NOUN(PUNCT/punct, DET/det, *, SYM/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(PRON/nsubj, AUX/cop, DET/det, *, PROPN/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(PRON/nsubj, AUX/cop, DET/det, *, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(PRON/nsubj, AUX/cop, DET/det, *, ADJ/amod, VERB/acl, PUNCT/punct)",0,1,0,1,1
"NOUN(PRON/nsubj, AUX/cop, ADV/advmod, ADP/case, DET/det, *, NOUN/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(PRON/nsubj, AUX/cop, ADP/case, DET/det, *, ADJ/amod)",0,1,0,1,1
"NOUN(NUM/nummod, ADJ/amod, *, PRON/appos)",0,1,0,1,1
"NOUN(NUM/nummod, ADJ/amod, *, ADJ/amod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(NUM/nummod, *, NUM/nummod, NUM/nummod)",1,0,1,0,1
"NOUN(NUM/nummod, *, NUM/nummod)",1,0,1,0,1
"NOUN(NUM/nummod, *, NOUN/nmod, VERB/advcl)",1,0,1,0,1
"NOUN(PUNCT/punct, ADP/case, *, ADJ/amod, VERB/acl)",0,1,0,1,1
"NOUN(NUM/nummod, *, ADJ/amod)",0,1,0,1,1
"NOUN(NUM/det, *)",0,1,0,1,1
"NOUN(NOUN/nsubj, AUX/cop, NOUN/nmod, DET/det, *, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(NOUN/nsubj, AUX/cop, DET/det, *, ADJ/amod, VERB/acl, PUNCT/punct)",1,0,1,0,1
"NOUN(NOUN/nsubj, AUX/cop, ADP/case, DET/det, *, NOUN/nmod, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"NOUN(NOUN/nsubj, AUX/cop, ADP/case, DET/det, *, ADJ/amod, PROPN/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(NOUN/nsubj, AUX/cop, ADP/case, *, ADJ/amod, NOUN/nmod, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(NOUN/nsubj, AUX/cop, *, NOUN/conj, NOUN/parataxis, PUNCT/punct)",1,0,1,0,1
"NOUN(NOUN/nsubj, AUX/cop, *, ADJ/amod, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(NOUN/nsubj, AUX/aux, AUX/cop, ADV/advmod, DET/det, *, NOUN/nmod, VERB/acl, PUNCT/punct)",0,1,0,1,1
"NOUN(NUM/nummod, *, NOUN/nmod, PROPN/nmod)",1,0,1,0,1
"NOUN(PUNCT/punct, ADP/case, *, ADJ/amod, PUNCT/punct)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, *, ADJ/amod, PROPN/nmod, VERB/acl)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, *, ADJ/amod, NOUN/nmod, ADV/advmod, PUNCT/punct)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, *, ADJ/amod, NOUN/nmod)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, *, ADJ/amod, ADJ/amod, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(PUNCT/punct, ADP/case, *, ADJ/amod)",0,1,0,1,1
"NOUN(PUNCT/punct, *, VERB/parataxis)",1,0,1,0,1
"NOUN(PUNCT/punct, *, PROPN/nmod, VERB/acl:relcl, PUNCT/punct)",0,1,0,1,1
"NOUN(PUNCT/punct, *, PROPN/nmod, VERB/acl, PUNCT/punct)",0,1,0,1,1
"NOUN(PUNCT/punct, *, PROPN/nmod)",0,1,0,1,1
"NOUN(PRON/nsubj, AUX/cop, DET/det, *, VERB/acl:relcl, PUNCT/punct)",1,0,1,0,1
"NOUN(PUNCT/punct, *, NOUN/conj, PRON/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(PUNCT/punct, *, ADJ/amod, PROPN/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(PUNCT/punct, *, ADJ/amod, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(PUNCT/punct, *, ADJ/amod, NOUN/nmod)",0,1,0,1,1
"NOUN(PUNCT/punct, *, ADJ/amod, NOUN/appos, PUNCT/punct)",1,0,1,0,1
"NOUN(PUNCT/punct, *, ADJ/amod, ADJ/amod)",0,1,0,1,1
"NOUN(PUNCT/punct, *, ADJ/advcl)",0,1,0,1,1
"NOUN(PROPN/nsubj, AUX/cop, DET/det, ADJ/amod, *, NOUN/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(PROPN/nsubj, AUX/cop, ADP/case, DET/det, *, PROPN/nmod, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"NOUN(PROPN/nsubj, ADV/advmod, AUX/cop, ADV/advmod, DET/det, *, ADJ/amod, PUNCT/punct)",0,1,0,1,1
"NOUN(PROPN/nmod, PRON/nsubj, AUX/cop, DET/det, *, NOUN/nmod)",1,0,1,0,1
"NOUN(PUNCT/punct, *, PRON/nsubj, VERB/acl:relcl)",1,0,1,0,1
"PROPN(*, PROPN/conj, PROPN/conj)",0,1,0,1,1
"PROPN(*, PROPN/amod, PROPN/nmod, PROPN/nmod)",0,1,0,1,1
"PROPN(*, NOUN/flat:name)",0,1,0,1,1
"PROPN(*, NOUN/conj)",0,1,0,1,1
"PRON(PUNCT/punct, PRON/nmod, *, NOUN/nmod, PUNCT/punct)",1,0,1,0,1
"PRON(PUNCT/punct, DET/det, *, NOUN/nmod)",0,1,0,1,1
"PRON(PUNCT/punct, ADP/case, *, VERB/acl:relcl)",1,0,1,0,1
"PRON(PUNCT/punct, *)",0,1,0,1,1
"PRON(NOUN/nsubj, AUX/cop, ADP/case, *, VERB/acl:relcl, PUNCT/punct)",0,1,0,1,1
"PRON(NOUN/nsubj, AUX/cop, *, VERB/acl:relcl, PUNCT/punct)",1,0,1,0,1
"NOUN(PUNCT/punct, PROPN/nsubj, AUX/cop, DET/det, *, NOUN/nmod, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"PRON(CCONJ/cc, ADP/case, *, DET/det)",1,0,1,0,1
"PRON(AUX/cop, *, PROPN/nsubj, PUNCT/punct)",0,1,0,1,1
"PRON(ADP/case, DET/det, DET/det, *)",1,0,1,0,1
"PRON(ADP/case, *, VERB/acl:relcl, NOUN/appos, VERB/acl:relcl)",0,1,0,1,1
"PRON(ADP/case, *, VERB/acl, VERB/acl)",0,1,0,1,1
"PRON(ADP/case, *, PRON/conj)",1,0,1,0,1
"PRON(ADP/case, *, ADJ/amod, VERB/acl)",0,1,0,1,1
"PRON(ADP/case, *, ADJ/amod, PRON/nmod)",1,0,1,0,1
"PRON(*, PROPN/appos)",1,0,1,0,1
"PRON(*, PRON/nmod)",0,1,0,1,1
"PRON(NOUN/nsubj, AUX/cop, *, VERB/acl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, ADJ/amod)",1,0,1,0,1
"PROPN(ADP/case, *, VERB/acl:relcl)",0,1,0,1,1
"PROPN(ADP/case, *, PROPN/nmod)",0,1,0,1,1
"PROPN(ADP/case, *, PROPN/flat:name, PROPN/nmod)",0,1,0,1,1
"PROPN(ADP/case, *, PROPN/flat:name, NOUN/appos)",0,1,0,1,1
"PROPN(ADP/case, *, PROPN/conj, PROPN/conj, NOUN/conj)",0,1,0,1,1
"PROPN(ADP/case, *, NOUN/conj)",0,1,0,1,1
"PROPN(ADJ/amod, *, NOUN/appos)",1,0,1,0,1
"PROPN(*, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"PROPN(*, VERB/acl:relcl)",0,1,0,1,1
"PROPN(*, PROPN/conj, PROPN/conj, PUNCT/conj)",1,0,1,0,1
"PROPN(*, PROPN/flat:name, VERB/acl:relcl)",0,1,0,1,1
"PROPN(*, PROPN/flat:name, VERB/acl)",0,1,0,1,1
"PROPN(*, PROPN/flat:name, PUNCT/punct)",0,1,0,1,1
"PROPN(*, PROPN/flat:name, PROPN/parataxis)",1,0,1,0,1
"PROPN(*, PROPN/flat:name, PROPN/nmod, PROPN/conj, PROPN/conj, NOUN/conj)",1,0,1,0,1
"PROPN(*, PROPN/flat:name, PROPN/nmod, NOUN/nmod, PUNCT/punct)",1,0,1,0,1
"PROPN(*, PROPN/flat:name, PROPN/flat:name, PROPN/flat:name, PROPN/conj, PROPN/conj)",0,1,0,1,1
"PROPN(*, PROPN/flat:name, PROPN/flat:name, PROPN/conj)",0,1,0,1,1
"PROPN(*, PROPN/flat:name, PROPN/conj)",0,1,0,1,1
"PROPN(*, PROPN/flat:name, NUM/flat:name)",0,1,0,1,1
"PROPN(*, PROPN/flat:name, ADJ/acl, PUNCT/punct)",0,1,0,1,1
"PROPN(*, PROPN/obj)",1,0,1,0,1
"NUM(*, NUM/flat, VERB/root)",1,0,1,0,1
"NUM(*, NUM/conj, NUM/conj)",0,1,0,1,1
"NUM(*, NOUN/nmod, NOUN/appos)",0,1,0,1,1
"NOUN(SYM/nmod, NUM/nummod, PUNCT/punct, NUM/nummod, *)",1,0,1,0,1
"NOUN(SCONJ/mark, SYM/nsubj, AUX/cop, ADV/advmod, ADP/case, *, NOUN/nmod)",1,0,1,0,1
"NOUN(SCONJ/mark, SYM/nsubj, AUX/cop, ADP/case, *, NOUN/nmod)",1,0,1,0,1
"NOUN(SCONJ/mark, PUNCT/punct, NOUN/nsubj, AUX/cop, DET/det, ADJ/amod, *, NOUN/nmod, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"NOUN(SCONJ/mark, PUNCT/punct, NOUN/nsubj, AUX/cop, *, VERB/conj, PUNCT/punct)",0,1,0,1,1
"NOUN(SCONJ/mark, PROPN/nsubj, AUX/cop, ADV/advmod, *)",0,1,0,1,1
"NOUN(SCONJ/mark, PRON/nsubj, AUX/cop, DET/det, *, ADJ/amod, NOUN/nmod, VERB/acl)",0,1,0,1,1
"PRON(*, PRON/fixed, VERB/acl:relcl)",0,1,0,1,1
"NOUN(SCONJ/mark, PRON/nsubj, AUX/cop, ADV/advmod, DET/det, *, VERB/acl)",0,1,0,1,1
"NOUN(SCONJ/mark, NOUN/nsubj, AUX/cop, ADV/advmod, *)",0,1,0,1,1
"NOUN(SCONJ/mark, NOUN/nsubj, AUX/aux, AUX/cop, *, NOUN/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(SCONJ/mark, AUX/cop, NOUN/obl, *, VERB/acl:relcl)",0,1,0,1,1
"NOUN(SCONJ/mark, ADV/advmod, NOUN/nsubj, AUX/cop, DET/det, *, NOUN/nsubj)",1,0,1,0,1
"NOUN(SCONJ/mark, ADV/advmod, AUX/cop, ADP/case, *)",0,1,0,1,1
"NOUN(PUNCT/punct, SYM/nsubj, AUX/cop, *, VERB/acl)",0,1,0,1,1
"NOUN(PUNCT/punct, SCONJ/mark, AUX/cop, *, PROPN/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(PUNCT/punct, PUNCT/punct, *, NOUN/parataxis, NOUN/conj, NOUN/appos, NOUN/conj, NOUN/parataxis, PUNCT/punct, NOUN/parataxis, PUNCT/punct, NOUN/parataxis, X/parataxis, NOUN/nsubj, PUNCT/punct)",1,0,1,0,1
"NOUN(PUNCT/punct, PUNCT/punct, *, NOUN/nmod, ADJ/conj, NOUN/conj, PUNCT/punct)",1,0,1,0,1
"NOUN(SCONJ/mark, PRON/nsubj, AUX/cop, ADV/advmod, DET/det, ADJ/amod, *, NOUN/nmod)",0,1,0,1,1
"PRON(*, PRON/fixed, ADV/advmod)",0,1,0,1,1
"PRON(*, NOUN/acl:relcl)",1,0,1,0,1
"PRON(*, DET/det)",1,0,1,0,1
"PRON(*, ADV/advmod, PUNCT/punct)",0,1,0,1,1
"PRON(*, ADJ/amod, ADJ/parataxis, PUNCT/punct)",0,1,0,1,1
